event_1,event_2,event_3,event_4,event_5,time
0.0004977195054218135,0.0014054474442963016,0.014146437414147289,0.012268075127656717,0.004889249960649087,5.699799866577719e-06
0.0005614464623890838,0.0015506727943651233,0.015857835952214266,0.012326213365832651,0.00565857279407369,5.715810540360241e-06
0.0006371056014927028,0.0017127215160367927,0.01857895160016348,0.012399387393499967,0.006646416120776375,5.731821214142762e-06
0.0007273392154651945,0.0018946798036705065,0.023132366158069493,0.012494764789018821,0.00796578269171656,5.747831887925284e-06
0.00083718353538274,0.002099962382584258,0.02669438497585725,0.012625512959826118,0.00982616600044022,5.763842561707806e-06
0.0009748947678126594,0.002332556776569452,0.028554996553779785,0.012814782655532327,0.012652137782406966,5.779853235490327e-06
0.001152815058461481,0.00259951945309323,0.03180708297372978,0.013104509977766828,0.017350473310567247,5.795863909272849e-06
0.0013898240602263634,0.002908710444146898,0.034215722085082834,0.013588058254096284,0.02177387758292225,5.8118745830553706e-06
0.0017213544311641183,0.0032674830167853867,0.0345317349376002,0.014445890354805075,0.023989098479914612,5.827885256837892e-06
0.002216917406782931,0.003689341580180314,0.03453021974066739,0.014996619517151996,0.02594616907277694,5.843895930620414e-06
0.0030170231562110473,0.00419396794346229,0.03452870460436416,0.014995770592291445,0.02917604789570299,5.8599066044029355e-06
0.0044155065748529955,0.004801926554418439,0.0345271895286881,0.014994921701404377,0.03484077444968021,5.875917278185457e-06
0.005336195669415827,0.005552679034461014,0.034525674513636764,0.014994072844489418,0.03846773779224851,5.891927951967979e-06
0.005358180750179729,0.006512208589489852,0.03452415955920776,0.014993224021545218,0.03846611838581282,5.9079386257505005e-06
0.005357957405622902,0.007783636690250095,0.03452264466539866,0.014992375232570411,0.03846449904417531,5.923949299533022e-06
0.005357734070005257,0.00955755205237652,0.03452112983220701,0.014991526477563652,0.03846287976733339,5.939959973315544e-06
0.005357510743326438,0.012189825315710496,0.03451961505963041,0.014990677756523558,0.03846126055528447,5.955970647098066e-06
0.005357287425586086,0.01641505606028091,0.03451810034766642,0.01498982906944879,0.03845964140802594,5.971981320880588e-06
0.0053570641167838455,0.02382432920405854,0.03451658569631263,0.014988980416337984,0.03845802232555523,5.9879919946631096e-06
0.005356840816919356,0.028596363906886666,0.034515071105566605,0.014988131797189776,0.03845640330786973,6.004002668445631e-06
0.005356617525992262,0.028595197233284964,0.034513556575425916,0.014987283212002813,0.03845478435496687,6.020013342228153e-06
0.0053563942440022026,0.028594026165647907,0.034512042105888145,0.014986434660775727,0.038453165466844026,6.0360240160106745e-06
0.005356170970948823,0.028592855144873412,0.03451052769695088,0.014985586143507172,0.038451546643498646,6.052034689793196e-06
0.005355947706831766,0.028591684170959607,0.034509013348611686,0.014984737660195776,0.038449927884928126,6.068045363575718e-06
0.00535572445165067,0.028590513243904613,0.03450749906086814,0.0149838892108402,0.03844830919112986,6.0840560373582394e-06
0.005355501205405182,0.028589342363706565,0.03450598483371781,0.014983040795439061,0.03844669056210127,6.100066711140761e-06
0.005355277968094941,0.02858817153036357,0.03450447066715827,0.014982192413991012,0.03844507199783973,6.116077384923283e-06
0.005355054739719592,0.02858700074387376,0.03450295656118711,0.0149813440664947,0.03844345349834272,6.132088058705804e-06
0.005354831520278774,0.02858583000423527,0.034501442515801894,0.014980495752948754,0.038441835063607585,6.148098732488326e-06
0.005354608309772133,0.028584659311446225,0.03449992853100021,0.014979647473351827,0.03844021669363176,6.164109406270848e-06
0.00535438510819931,0.028583488665504742,0.034498414606779645,0.014978799227702556,0.038438598388412674,6.180120080053369e-06
0.005354161915559949,0.028582318066408947,0.03449690074313774,0.01497795101599958,0.0384369801479477,6.196130753835891e-06
0.005353938731853689,0.02858114751415697,0.0344953869400721,0.014977102838241543,0.03843536197223427,6.212141427618413e-06
0.005353715557080177,0.02857997700874693,0.0344938731975803,0.014976254694427088,0.03843374386126978,6.228152101400934e-06
0.00535349239123905,0.02857880655017696,0.034492359515659904,0.014975406584554858,0.03843212581505165,6.244162775183456e-06
0.0053532692343299555,0.028577636138445196,0.034490845894308494,0.014974558508623488,0.03843050783357729,6.260173448965978e-06
0.00535304608635253,0.028576465773549747,0.03448933233352366,0.014973710466631629,0.03842888991684411,6.276184122748499e-06
0.005352822947306424,0.028575295455488734,0.03448781883330295,0.014972862458577913,0.03842727206484952,6.292194796531021e-06
0.005352599817191275,0.028574125184260304,0.03448630539364397,0.014972014484460993,0.03842565427759091,6.3082054703135425e-06
0.005352376696006727,0.02857295495986257,0.03448479201454429,0.014971166544279501,0.03842403655506574,6.324216144096064e-06
0.00535215358375242,0.02857178478229367,0.03448327869600148,0.014970318638032084,0.038422418897271375,6.340226817878586e-06
0.005351930480428002,0.02857061465155171,0.034481765438013116,0.014969470765717386,0.03842080130420524,6.356237491661108e-06
0.005351707386033111,0.028569444567634834,0.034480252240576784,0.014968622927334047,0.03841918377586474,6.37224816544363e-06
0.0053514843005673905,0.02856827453054116,0.03447873910369007,0.014967775122880712,0.03841756631224731,6.388258839226152e-06
0.005351261224030484,0.028567104540268822,0.034477226027350524,0.014966927352356019,0.038415948913350324,6.404269513008673e-06
0.005351038156422032,0.028565934596815945,0.03447571301155575,0.014966079615758613,0.03841433157917122,6.420280186791195e-06
0.00535081509774168,0.02856476470018065,0.034474200056303306,0.014965231913087134,0.0384127143097074,6.436290860573717e-06
0.0053505920479890706,0.028563594850361064,0.0344726871615908,0.01496438424434023,0.03841109710495628,6.452301534356238e-06
0.005350369007163845,0.028562425047355323,0.034471174327415775,0.014963536609516534,0.038409479964915255,6.46831220813876e-06
0.005350145975265645,0.028561255291161557,0.034469661553775836,0.014962689008614697,0.03840786288958176,6.4843228819212815e-06
0.005349922952294116,0.028560085581777864,0.03446814884066853,0.014961841441633358,0.0384062458789532,6.500333555703803e-06
0.005349699938248899,0.0285589159192024,0.03446663618809148,0.014960993908571167,0.03840462893302698,6.516344229486325e-06
0.005349476933129636,0.02855774630343329,0.03446512359604223,0.014960146409426757,0.03840301205180051,6.5323549032688465e-06
0.005349253936935973,0.028556576734468656,0.03446361106451839,0.014959298944198767,0.0384013952352712,6.548365577051368e-06
0.00534903094966755,0.028555407212306618,0.034462098593517496,0.014958451512885855,0.0383997784834365,6.56437625083389e-06
0.0053488079713240105,0.028554237736945317,0.03446058618303715,0.014957604115486656,0.03839816179629376,6.580386924616411e-06
0.0053485850019049964,0.02855306830838287,0.03445907383307495,0.014956756751999815,0.03839654517384044,6.596397598398933e-06
0.005348362041410153,0.02855189892661741,0.034457561543628425,0.014955909422423974,0.03839492861607392,6.612408272181455e-06
0.005348139089839121,0.028550729591647072,0.03445604931469521,0.01495506212675777,0.038393312122991644,6.628418945963976e-06
0.005347916147191542,0.028549560303469966,0.034454537146272855,0.014954214864999857,0.038391695694590985,6.644429619746498e-06
0.005347693213467063,0.028548391062084233,0.034453025038358925,0.01495336763714887,0.03839007933086941,6.66044029352902e-06
0.005347470288665324,0.028547221867487992,0.03445151299095103,0.014952520443203457,0.03838846303182429,6.676450967311541e-06
0.005347247372785967,0.028546052719679374,0.03445000100404674,0.014951673283162256,0.038386846797453036,6.692461641094063e-06
0.005347024465828638,0.028544883618656522,0.03444848907764364,0.014950826157023917,0.03838523062775308,6.708472314876585e-06
0.005346801567792978,0.028543714564417545,0.03444697721173929,0.014949979064787086,0.03838361452272183,6.724482988659106e-06
0.005346578678678631,0.028542545556960574,0.03444546540633128,0.01494913200645039,0.038381998482356704,6.740493662441628e-06
0.005346355798485238,0.028541376596283745,0.03444395366141719,0.01494828498201249,0.03838038250665509,6.7565043362241496e-06
0.005346132927212443,0.028540207682385185,0.034442441976994614,0.014947437991472023,0.038378766595614434,6.772515010006672e-06
0.005345910064859888,0.02853903881526302,0.03444093035306111,0.014946591034827634,0.03837715074923215,6.788525683789194e-06
0.005345687211427219,0.028537869994915373,0.03443941878961427,0.014945744112077964,0.03837553496750561,6.804536357571715e-06
0.005345464366914076,0.028536701221340385,0.03443790728665168,0.014944897223221659,0.03837391925043228,6.820547031354237e-06
0.005345241531320104,0.028535532494536175,0.03443639584417091,0.014944050368257359,0.03837230359800954,6.836557705136759e-06
0.005345018704644943,0.028534363814500877,0.03443488446216953,0.014943203547183714,0.038370688010234806,6.85256837891928e-06
0.00534479588688824,0.028533195181232616,0.034433373140645145,0.014942356759999364,0.03836907248710551,6.868579052701802e-06
0.005344573078049635,0.02853202659472952,0.03443186187959533,0.014941510006702952,0.038367457028619045,6.884589726484324e-06
0.005344350278128773,0.028530858054989727,0.03443035067901765,0.014940663287293128,0.03836584163477285,6.900600400266845e-06
0.005344127487125295,0.028529689562011355,0.03442883953890972,0.014939816601768525,0.0383642263055643,6.916611074049367e-06
0.005343904705038846,0.028528521115792543,0.034427328459269074,0.014938969950127801,0.03836261104099086,6.9326217478318886e-06
0.00534368193186907,0.028527352716331413,0.03442581744009332,0.014938123332369593,0.03836099584104991,6.94863242161441e-06
0.005343459167615607,0.028526184363626084,0.03442430648138005,0.014937276748492549,0.03835938070573886,6.964643095396932e-06
0.0053432364122781035,0.028525016057674712,0.034422795583126824,0.014936430198495302,0.038357765635055156,6.9806537691794535e-06
0.005343013665856201,0.02852384779847541,0.03442128474533123,0.014935583682376508,0.038356150628996194,6.996664442961975e-06
0.005342790928349541,0.02852267958602631,0.03441977396799085,0.01493473720013481,0.038354535687559387,7.012675116744497e-06
0.00534256819975777,0.028521511420325545,0.03441826325110327,0.014933890751768843,0.038352920810742146,7.0286857905270185e-06
0.005342345480080529,0.028520343301371234,0.034416752594666054,0.014933044337277265,0.0383513059985419,7.04469646430954e-06
0.005342122769317462,0.028519175229161513,0.034415241998676814,0.014932197956658715,0.03834969125095605,7.060707138092062e-06
0.005341900067468212,0.02851800720369452,0.03441373146313312,0.01493135160991183,0.03834807656798203,7.076717811874583e-06
0.005341677374532421,0.028516839224968372,0.03441222098803254,0.014930505297035272,0.03834646194961724,7.092728485657105e-06
0.005341454690509736,0.02851567129298121,0.03441071057337265,0.014929659018027668,0.03834484739585908,7.108739159439627e-06
0.0053412320153997965,0.02851450340773116,0.03440920021915108,0.014928812772887675,0.038343232906705,7.124749833222148e-06
0.005341009349202247,0.028513335569216345,0.034407689925365366,0.014927966561613933,0.038341618482152395,7.14076050700467e-06
0.005340786691916731,0.028512167777434903,0.0344061796920131,0.014927120384205081,0.0383400041221987,7.156771180787192e-06
0.005340564043542893,0.028511000032384968,0.03440466951909187,0.014926274240659771,0.03833838982684131,7.172781854569714e-06
0.0053403414040803735,0.028509832334064657,0.03440315940659925,0.01492542813097665,0.03833677559607764,7.188792528352236e-06
0.005340118773528816,0.028508664682472103,0.034401649354532854,0.014924582055154366,0.03833516142990513,7.2048032021347574e-06
0.005339896151887869,0.028507497077605456,0.03440013936289023,0.01492373601319155,0.03833354732832118,7.220813875917279e-06
0.005339673539157169,0.02850632951946283,0.03439862943166896,0.014922890005086856,0.03833193329132321,7.236824549699801e-06
0.005339450935336364,0.028505162008042356,0.03439711956086665,0.01492204403083893,0.038330319318908616,7.252835223482322e-06
0.005339228340425096,0.02850399454334216,0.03439560975048087,0.014921198090446416,0.03832870541107484,7.268845897264844e-06
0.005339005754423007,0.02850282712536038,0.034394100000509215,0.01492035218390796,0.03832709156781929,7.284856571047366e-06
0.005338783177329744,0.028501659754095156,0.03439259031094924,0.014919506311222207,0.03832547778913939,7.300867244829887e-06
0.005338560609144948,0.028500492429544604,0.03439108068179856,0.014918660472387801,0.03832386407503255,7.316877918612409e-06
0.005338338049868261,0.028499325151706865,0.03438957111305474,0.014917814667403386,0.038322250425496196,7.332888592394931e-06
0.005338115499499331,0.028498157920580056,0.03438806160471538,0.014916968896267611,0.038320636840527736,7.348899266177452e-06
0.005337892958037795,0.02849699073616233,0.03438655215677804,0.014916123158979127,0.03831902332012457,7.364909939959974e-06
0.005337670425483302,0.0284958235984518,0.034385042769240315,0.014915277455536566,0.03831740986428414,7.380920613742496e-06
0.0053374479018354955,0.0284946565074466,0.034383533442099795,0.014914431785938586,0.03831579647300387,7.396931287525017e-06
0.005337225387094015,0.028493489463144867,0.03438202417535406,0.014913586150183823,0.03831418314628115,7.412941961307539e-06
0.005337002881258507,0.028492322465544735,0.0343805149690007,0.01491274054827093,0.03831256988411342,7.4289526350900605e-06
0.005336780384328613,0.028491155514644317,0.034379005823037274,0.014911894980198554,0.03831095668649809,7.444963308872582e-06
0.00533655789630398,0.02848998861044177,0.0343774967374614,0.014911049445965333,0.038309343553432566,7.460973982655104e-06
0.005336335417184249,0.028488821752935215,0.03437598771227064,0.014910203945569923,0.03830773048491429,7.4769846564376255e-06
0.005336112946969063,0.028487654942122773,0.03437447874746259,0.014909358479010962,0.03830611748094066,7.492995330220147e-06
0.005335890485658067,0.0284864881780026,0.03437296984303484,0.014908513046287097,0.03830450454150911,7.509006004002669e-06
0.005335668033250905,0.028485321460572807,0.03437146099898494,0.01490766764739698,0.038302891666617045,7.5250166777851904e-06
0.005335445589747221,0.028484154789831528,0.034369952215310515,0.01490682228233925,0.03830127885626189,7.541027351567712e-06
0.005335223155146656,0.028482988165776903,0.034368443492009126,0.014905976951112556,0.038299666110441055,7.557038025350234e-06
0.005335000729448856,0.028481821588407064,0.03436693482907837,0.014905131653715547,0.038298053429151976,7.573048699132755e-06
0.005334778312653464,0.028480655057720135,0.03436542622651582,0.014904286390146862,0.03829644081239206,7.589059372915278e-06
0.005334555904760123,0.028479488573714254,0.03436391768431908,0.014903441160405161,0.03829482826015873,7.6050700466977995e-06
0.0053343335057684784,0.028478322136387554,0.03436240920248572,0.014902595964489077,0.038293215772449395,7.621080720480321e-06
0.005334111115678173,0.028477155745738163,0.03436090078101332,0.014901750802397262,0.03829160334926148,7.637091394262843e-06
0.005333888734488849,0.028475989401764223,0.0343593924198995,0.014900905674128362,0.038289990990592396,7.653102068045364e-06
0.0053336663622001535,0.028474823104463864,0.03435788411914179,0.014900060579681025,0.03828837869643959,7.669112741827886e-06
0.005333443998811728,0.02847365685383521,0.03435637587873782,0.01489921551905389,0.03828676646680045,7.685123415610407e-06
0.005333221644323215,0.028472490649876395,0.03435486769868516,0.014898370492245617,0.03828515430167242,7.70113408939293e-06
0.005332999298734262,0.028471324492585562,0.034353359578981404,0.014897525499254844,0.038283542201052886,7.71714476317545e-06
0.005332776962044509,0.028470158381960837,0.03435185151962413,0.014896680540080223,0.038281930164939304,7.733155436957973e-06
0.005332554634253603,0.028468992318000343,0.03435034352061093,0.01489583561472039,0.038280318193329055,7.749166110740494e-06
0.005332332315361188,0.02846782630070224,0.03434883558193937,0.01489499072317401,0.03827870628621961,7.765176784523016e-06
0.005332110005366905,0.02846666033006464,0.034347327703607065,0.014894145865439714,0.038277094443608356,7.781187458305537e-06
0.005331887704270399,0.02846549440608568,0.03434581988561158,0.014893301041516156,0.03827548266549271,7.79719813208806e-06
0.005331665412071314,0.02846432852876349,0.034344312127950506,0.014892456251401984,0.0382738709518701,7.813208805870582e-06
0.005331443128769295,0.028463162698096206,0.03434280443062144,0.014891611495095838,0.03827225930273794,7.829219479653103e-06
0.005331220854363984,0.028461996914081966,0.03434129679362196,0.014890766772596375,0.03827064771809367,7.845230153435625e-06
0.005330998588855027,0.028460831176718902,0.03433978921694964,0.014889922083902234,0.03826903619793469,7.861240827218146e-06
0.005330776332242065,0.028459665486005144,0.0343382817006021,0.014889077429012068,0.03826742474225842,7.877251501000668e-06
0.005330554084524745,0.028458499841938833,0.0343367742445769,0.014888232807924522,0.0382658133510623,7.89326217478319e-06
0.00533033184570271,0.028457334244518094,0.034335266848871636,0.014887388220638243,0.03826420202434374,7.909272848565712e-06
0.005330109615775605,0.028456168693741065,0.03433375951348389,0.014886543667151881,0.03826259076210015,7.925283522348233e-06
0.00532988739474307,0.028455003189605872,0.03433225223841125,0.014885699147464083,0.038260979564328966,7.941294196130755e-06
0.005329665182604754,0.028453837732110663,0.034330745023651306,0.014884854661573492,0.03825936843102761,7.957304869913276e-06
0.005329442979360299,0.02845267232125356,0.03432923786920165,0.014884010209478764,0.03825775736219348,7.973315543695798e-06
0.005329220785009347,0.02845150695703272,0.034327730775059864,0.014883165791178543,0.03825614635782403,7.989326217478319e-06
0.005328998599551545,0.028450341639446236,0.03432622374122353,0.014882321406671471,0.038254535417916645,8.005336891260842e-06
0.005328776422986537,0.028449176368492275,0.034324716767690236,0.014881477055956204,0.038252924542468786,8.021347565043362e-06
0.0053285542553139645,0.028448011144168967,0.03432320985445758,0.014880632739031383,0.03825131373147783,8.037358238825885e-06
0.005328332096533474,0.02844684596647443,0.03432170300152315,0.014879788455895663,0.038249702984941264,8.053368912608406e-06
0.005328109946644708,0.028445680835406814,0.03432019620888452,0.014878944206547682,0.03824809230285644,8.069379586390928e-06
0.005327887805647312,0.02844451575096425,0.0343186894765393,0.014878099990986103,0.038246481685220816,8.085390260173449e-06
0.00532766567354093,0.02844335071314488,0.03431718280448506,0.01487725580920956,0.03824487113203181,8.101400933955971e-06
0.005327443550325206,0.02844218572194683,0.03431567619271939,0.014876411661216705,0.038243260643286835,8.117411607738492e-06
0.005327221435999782,0.02844102077736823,0.03431416964123988,0.014875567547006193,0.03824165021898332,8.133422281521015e-06
0.005326999330564307,0.028439855879407217,0.03431266315004413,0.014874723466576664,0.038240039859118696,8.149432955303536e-06
0.0053267772340184205,0.028438691028061933,0.03431115671912971,0.014873879419926772,0.038238429563690376,8.165443629086058e-06
0.005326555146361769,0.0284375262233305,0.03430965034849421,0.014873035407055165,0.03823681933269577,8.181454302868579e-06
0.005326333067593996,0.02843636146521108,0.03430814403813524,0.014872191427960488,0.03823520916613232,8.197464976651101e-06
0.005326110997714747,0.02843519675370178,0.03430663778805036,0.01487134748264139,0.038233599063997446,8.213475650433624e-06
0.005325888936723665,0.028434032088800753,0.03430513159823718,0.01487050357109652,0.03823198902628856,8.229486324216145e-06
0.005325666884620393,0.028432867470506114,0.034303625468693276,0.014869659693324527,0.0382303790530031,8.245496997998667e-06
0.005325444841404579,0.02843170289881602,0.034302119399416256,0.014868815849324056,0.038228769144138475,8.261507671781188e-06
0.005325222807075864,0.028430538373728595,0.03430061339040368,0.014867972039093767,0.03822715929969211,8.27751834556371e-06
0.005325000781633894,0.02842937389524198,0.03429910744165317,0.014867128262632293,0.038225549519661416,8.293529019346231e-06
0.005324778765078311,0.028428209463354302,0.034297601553162284,0.014866284519938298,0.038223939804043865,8.309539693128754e-06
0.005324556757408763,0.02842704507806371,0.034296095724928644,0.014865440811010417,0.03822233015283681,8.325550366911275e-06
0.005324334758624893,0.028425880739368324,0.034294589956949804,0.014864597135847311,0.038220720566037744,8.341561040693797e-06
0.005324112768726343,0.028424716447266293,0.03429308424922337,0.014863753494447619,0.03821911104364405,8.357571714476318e-06
0.00532389078771276,0.028423552201755756,0.034291578601746954,0.01486290988681,0.03821750158565315,8.37358238825884e-06
0.005323668815583787,0.02842238800283483,0.034290073014518106,0.014862066312933096,0.03821589219206248,8.389593062041361e-06
0.005323446852339069,0.02842122385050166,0.03428856748753444,0.014861222772815557,0.03821428286286947,8.405603735823884e-06
0.005323224897978252,0.028420059744754388,0.03428706202079354,0.014860379266456034,0.03821267359807154,8.421614409606404e-06
0.005323002952500978,0.028418895685591146,0.03428555661429299,0.014859535793853174,0.038211064397666104,8.437625083388927e-06
0.0053227810159068925,0.02841773167301007,0.03428405126803041,0.014858692355005627,0.0382094552616506,8.453635757171448e-06
0.005322559088195641,0.0284165677070093,0.03428254598200335,0.014857848949912043,0.03820784619002242,8.46964643095397e-06
0.005322337169366864,0.02841540378758696,0.03428104075620943,0.01485700557857107,0.03820623718277904,8.485657104736491e-06
0.0053221152594202115,0.02841423991474121,0.034279535590646205,0.014856162240981366,0.03820462823991783,8.501667778519014e-06
0.005321893358355325,0.02841307608847016,0.034278030485311306,0.014855318937141563,0.03820301936143626,8.517678452301534e-06
0.0053216714661718486,0.02841191230877197,0.03427652544020231,0.014854475667050327,0.038201410547331734,8.533689126084057e-06
0.005321449582869429,0.02841074857564476,0.03427502045531679,0.0148536324307063,0.038199801797601685,8.549699799866578e-06
0.005321227708447708,0.028409584889086674,0.03427351553065235,0.014852789228108136,0.03819819311224353,8.5657104736491e-06
0.0053210058429063335,0.028408421249095844,0.0342720106662066,0.014851946059254481,0.03819658449125469,8.581721147431621e-06
0.005320783986244946,0.0284072576556704,0.03427050586197711,0.014851102924143982,0.038194975934632606,8.597731821214143e-06
0.005320562138463192,0.028406094108808507,0.03426900111796146,0.014850259822775295,0.038193367442374684,8.613742494996666e-06
0.005320340299560718,0.028404930608508277,0.034267496434157274,0.014849416755147069,0.03819175901447837,8.629753168779187e-06
0.0053201184695371665,0.02840376715476786,0.03426599181056212,0.014848573721257951,0.038190150650941064,8.64576384256171e-06
0.005319896648392184,0.02840260374758538,0.03426448724717359,0.014847730721106591,0.03818854235176021,8.66177451634423e-06
0.005319674836125411,0.028401440386958986,0.03426298274398929,0.014846887754691644,0.038186934116933226,8.677785190126753e-06
0.005319453032736496,0.028400277072886813,0.03426147830100679,0.014846044822011753,0.03818532594645754,8.693795863909273e-06
0.005319231238225083,0.02839911380536699,0.034259973918223705,0.014845201923065576,0.038183717840330596,8.709806537691796e-06
0.005319009452590818,0.028397950584397664,0.0342584695956376,0.014844359057851747,0.03818210979854979,8.725817211474317e-06
0.005318787675833343,0.028396787409976972,0.034256965333246084,0.01484351622636894,0.038180501821112565,8.74182788525684e-06
0.005318565907952302,0.028395624282103047,0.03425546113104676,0.014842673428615791,0.03817889390801635,8.75783855903936e-06
0.005318344148947343,0.02839446120077404,0.03425395698903721,0.014841830664590954,0.038177286059258554,8.773849232821882e-06
0.005318122398818109,0.02839329816598806,0.034252452907215014,0.014840987934293068,0.03817567827483662,8.789859906604403e-06
0.0053179006575642465,0.028392135177743274,0.034250948885577774,0.014840145237720807,0.038174070554747974,8.805870580386926e-06
0.005317678925185396,0.028390972236037815,0.03424944492412308,0.014839302574872806,0.03817246289899003,8.821881254169447e-06
0.0053174572016812085,0.02838980934086981,0.03424794102284853,0.014838459945747715,0.038170855307560224,8.837891927951969e-06
0.005317235487051323,0.028388646492237397,0.03424643718175171,0.014837617350344187,0.03816924778045599,8.85390260173449e-06
0.0053170137812953875,0.028387483690138722,0.03424493340083023,0.014836774788660871,0.03816764031767473,8.869913275517012e-06
0.005316792084413047,0.028386320934571916,0.03424342968008166,0.014835932260696424,0.03816603291921389,8.885923949299533e-06
0.005316570396403946,0.02838515822553513,0.0342419260195036,0.014835089766449493,0.0381644255850709,8.901934623082056e-06
0.005316348717267726,0.02838399556302649,0.03424042241909365,0.014834247305918726,0.03816281831524318,8.917945296864576e-06
0.005316127047004037,0.028382832947044138,0.034238918878849396,0.014833404879102778,0.03816121110972815,8.933955970647099e-06
0.00531590538561252,0.02838167037758622,0.03423741539876843,0.014832562486000298,0.03815960396852327,8.94996664442962e-06
0.005315683733092824,0.02838050785465086,0.03423591197884835,0.014831720126609932,0.03815799689162591,8.965977318212142e-06
0.005315462089444591,0.028379345378236207,0.034234408619086755,0.014830877800930344,0.03815638987903355,8.981987991994663e-06
0.005315240454667464,0.028378182948340405,0.03423290531948121,0.014830035508960174,0.038154782930743605,8.997998665777186e-06
0.005315018828761092,0.028377020564961573,0.03423140208002936,0.01482919325069808,0.03815317604675349,9.014009339559706e-06
0.005314797211725118,0.028375858228097864,0.03422989890072875,0.01482835102614271,0.03815156922706063,9.030020013342229e-06
0.005314575603559188,0.028374695937747427,0.03422839578157699,0.014827508835292715,0.03814996247166247,9.046030687124751e-06
0.005314354004262945,0.02837353369390838,0.03422689272257169,0.014826666678146746,0.03814835578055643,9.062041360907272e-06
0.0053141324138360375,0.02837237149657888,0.03422538972371043,0.014825824554703453,0.03814674915373993,9.078052034689795e-06
0.005313910832278109,0.028371209345757056,0.034223886784990804,0.01482498246496149,0.03814514259121042,9.094062708472315e-06
0.005313689259588802,0.028370047241441043,0.0342223839064104,0.014824140408919512,0.03814353609296531,9.110073382254838e-06
0.005313467695767764,0.028368885183628983,0.03422088108796682,0.01482329838657616,0.03814192965900203,9.126084056037359e-06
0.00531324614081464,0.02836772317231903,0.03421937832965766,0.014822456397930102,0.03814032328931802,9.142094729819881e-06
0.0053130245947290745,0.028366561207509317,0.0342178756314805,0.014821614442979972,0.0381387169839107,9.158105403602402e-06
0.005312803057510713,0.028365399289197964,0.03421637299343296,0.014820772521724434,0.03813711074277751,9.174116077384925e-06
0.005312581529159199,0.028364237417383125,0.03421487041551262,0.014819930634162131,0.03813550456591585,9.190126751167445e-06
0.00531236000967418,0.028363075592062952,0.034213367897717076,0.014819088780291721,0.03813389845332318,9.206137424949968e-06
0.005312138499055298,0.028361913813235582,0.03421186544004392,0.014818246960111858,0.03813229240499691,9.222148098732489e-06
0.005311916997302204,0.02836075208089913,0.03421036304249075,0.014817405173621189,0.03813068642093447,9.238158772515011e-06
0.005311695504414537,0.028359590395051756,0.03420886070505516,0.014816563420818364,0.03812908050113331,9.254169446297532e-06
0.005311474020391945,0.028358428755691594,0.034207358427734744,0.01481572170170204,0.03812747464559084,9.270180120080054e-06
0.005311252545234074,0.028357267162816786,0.0342058562105271,0.014814880016270866,0.038125868854304495,9.286190793862575e-06
0.005311031078940567,0.028356105616425483,0.034204354053429815,0.014814038364523496,0.0381242631272717,9.302201467645098e-06
0.005310809621511069,0.028354944116515807,0.03420285195644051,0.01481319674645858,0.0381226574644899,9.318212141427619e-06
0.005310588172945228,0.02835378266308591,0.03420134991955675,0.01481235516207478,0.03812105186595651,9.334222815210141e-06
0.005310366733242689,0.02835262125613392,0.03419984794277614,0.014811513611370735,0.03811944633166896,9.350233488992662e-06
0.0053101453024030935,0.028351459895658,0.034198346026096275,0.014810672094345098,0.03811784086162469,9.366244162775184e-06
0.005309923880426091,0.028350298581656264,0.03419684416951477,0.01480983061099653,0.038116235455821115,9.382254836557705e-06
0.005309702467311325,0.028349137314126874,0.034195342373029194,0.014808989161323682,0.038114630114255685,9.398265510340228e-06
0.00530948106305844,0.028347976093067967,0.034193840636637156,0.0148081477453252,0.038113024836925816,9.414276184122748e-06
0.005309259667667083,0.028346814918477674,0.034192338960336244,0.014807306362999744,0.03811141962382895,9.430286857905271e-06
0.0053090382811369,0.028345653790354135,0.034190837344124064,0.014806465014345958,0.0381098144749625,9.446297531687793e-06
0.005308816903467533,0.0283444927086955,0.03418933578799821,0.014805623699362508,0.03810820939032391,9.462308205470314e-06
0.005308595534658629,0.028343331673499915,0.03418783429195628,0.01480478241804803,0.03810660436991061,9.478318879252837e-06
0.005308374174709834,0.0283421706847655,0.034186332855995864,0.014803941170401185,0.038104999413720024,9.494329553035358e-06
0.005308152823620793,0.028341009742490417,0.03418483148011456,0.014803099956420636,0.0381033945217496,9.51034022681788e-06
0.005307931481391152,0.028339848846672806,0.034183330164309966,0.01480225877610502,0.03810178969399674,9.5263509006004e-06
0.005307710148020554,0.0283386879973108,0.034181828908579674,0.014801417629453,0.0381001849304589,9.542361574382923e-06
0.005307488823508649,0.028337527194402537,0.0341803277129213,0.014800576516463215,0.03809858023113351,9.558372248165444e-06
0.005307267507855078,0.02833636643794616,0.03417882657733243,0.014799735437134339,0.03809697559601799,9.574382921947967e-06
0.0053070462010594895,0.028335205727939825,0.03417732550181064,0.014798894391465006,0.038095371025109764,9.590393595730487e-06
0.005306824903121529,0.028334045064381638,0.034175824486353555,0.014798053379453882,0.03809376651840629,9.60640426951301e-06
0.005306603614040838,0.028332884447269783,0.03417432353095877,0.014797212401099623,0.03809216207590498,9.62241494329553e-06
0.005306382333817068,0.028331723876602394,0.03417282263562385,0.014796371456400866,0.038090557697603285,9.638425617078053e-06
0.005306161062449857,0.02833056335237759,0.03417132180034644,0.014795530545356275,0.03808895338349861,9.654436290860574e-06
