event_1,event_2,event_3,event_4,event_5,time
0.005279672692507449,0.028191637070735708,0.033991656875948476,0.014694865152140076,0.037896901004132205,1.1575717144763177e-05
0.005279452490172299,0.02819048215237268,0.03399016328992264,0.014694028303325968,0.03789530443894463,1.1591727818545698e-05
0.005279232296650571,0.028189327280226113,0.03398866976366189,0.014693191488002137,0.03789370793764155,1.160773849232822e-05
0.0052790121119419145,0.028188172454294162,0.03398717629716384,0.014692354706167242,0.03789211150022041,1.1623749166110741e-05
0.005278791936045976,0.028187017674574964,0.03398568289042611,0.014691517957819939,0.03789051512667867,1.1639759839893264e-05
0.005278571768962402,0.028185862941066675,0.03398418954344629,0.014690681242958895,0.03788891881701374,1.1655770513675784e-05
0.005278351610690841,0.02818470825376746,0.033982696256222,0.014689844561582767,0.0378873225712231,1.1671781187458307e-05
0.005278131461230942,0.02818355361267546,0.033981203028750864,0.014689007913690216,0.03788572638930418,1.1687791861240828e-05
0.0052779113205823494,0.02818239901778882,0.033979709861030466,0.014688171299279892,0.03788413027125443,1.170380253502335e-05
0.00527769118874471,0.0281812444691057,0.03397821675305844,0.014687334718350473,0.03788253421707128,1.1719813208805871e-05
0.005277471065717673,0.028180089966624258,0.033976723704832366,0.014686498170900609,0.037880938226752196,1.1735823882588394e-05
0.005277250951500886,0.028178935510342628,0.03397523071634988,0.014685661656928957,0.037879342300294605,1.1751834556370914e-05
0.005277030846093995,0.02817778110025897,0.03397373778760858,0.014684825176434187,0.03787774643769597,1.1767845230153437e-05
0.005276810749496649,0.028176626736371443,0.033972244918606086,0.014683988729414952,0.03787615063895373,1.1783855903935958e-05
0.005276590661708493,0.028175472418678182,0.03397075210933999,0.01468315231586992,0.03787455490406531,1.179986657771848e-05
0.005276370582729178,0.02817431814717735,0.03396925935980792,0.014682315935797741,0.03787295923302819,1.1815877251501001e-05
0.005276150512558348,0.028173163921867094,0.033967766670007477,0.014681479589197088,0.0378713636258398,1.1831887925283523e-05
0.005275930451195654,0.028172009742745585,0.03396627403993629,0.01468064327606661,0.037869768082497576,1.1847898599066044e-05
0.005275710398640738,0.028170855609810946,0.033964781469591934,0.014679806996404974,0.03786817260299898,1.1863909272848567e-05
0.005275490354893253,0.028169701523061346,0.03396328895897205,0.014678970750210841,0.03786657718734145,1.1879919946631088e-05
0.005275270319952846,0.028168547482494942,0.03396179650807424,0.014678134537482871,0.037864981835522435,1.189593062041361e-05
0.00527505029381916,0.02816739348810987,0.03396030411689611,0.014677298358219727,0.03786338654753939,1.1911941294196133e-05
0.005274830276491848,0.028166239539904298,0.03395881178543528,0.014676462212420065,0.03786179132338974,1.1927951967978653e-05
0.005274610267970553,0.028165085637876362,0.03395731951368935,0.014675626100082544,0.037860196163070924,1.1943962641761176e-05
0.0052743902682549255,0.02816393178202423,0.033955827301655944,0.01467479002120584,0.03785860106658045,1.1959973315543697e-05
0.00527417027734461,0.028162777972346047,0.03395433514933265,0.014673953975788596,0.0378570060339157,1.1975983989326219e-05
0.005273950295239257,0.028161624208839976,0.033952843056717114,0.014673117963829486,0.03785541106507415,1.199199466310874e-05
0.005273730321938515,0.028160470491504136,0.033951351023806926,0.014672281985327164,0.03785381616005325,1.2008005336891262e-05
0.005273510357442029,0.028159316820336726,0.0339498590505997,0.014671446040280289,0.03785222131885041,1.2024016010673783e-05
0.005273290401749447,0.028158163195335872,0.03394836713709305,0.014670610128687528,0.037850626541463116,1.2040026684456306e-05
0.00527307045486042,0.028157009616499726,0.033946875283284585,0.014669774250547545,0.03784903182788882,1.2056037358238827e-05
0.00527285051677459,0.028155856083826456,0.03394538348917191,0.014668938405858999,0.037847437178124936,1.2072048032021349e-05
0.005272630587491609,0.0281547025973142,0.03394389175475266,0.01466810259462055,0.03784584259216894,1.208805870580387e-05
0.005272410667011123,0.02815354915696112,0.03394240008002441,0.014667266816830853,0.03784424807001827,1.2104069379586392e-05
0.005272190755332779,0.02815239576276536,0.03394090846498481,0.01466643107248858,0.03784265361167037,1.2120080053368913e-05
0.005271970852456227,0.028151242414725094,0.03393941690963147,0.014665595361592391,0.03784105921712269,1.2136090727151436e-05
0.005271750958381113,0.02815008911283846,0.03393792541396197,0.014664759684140946,0.03783946488637268,1.2152101400933956e-05
0.005271531073107086,0.028148935857103603,0.03393643397797395,0.014663924040132906,0.03783787061941778,1.2168112074716479e-05
0.005271311196633791,0.028147782647518695,0.033934942601665005,0.014663088429566934,0.03783627641625544,1.2184122748499e-05
0.005271091328960877,0.02814662948408188,0.033933451285032785,0.014662252852441689,0.03783468227688313,1.2200133422281522e-05
0.005270871470087995,0.028145476366791315,0.033931960028074845,0.014661417308755833,0.037833088201298264,1.2216144096064043e-05
0.005270651620014791,0.028144323295645146,0.033930468830788846,0.014660581798508036,0.03783149418949831,1.2232154769846565e-05
0.0052704317787409085,0.028143170270641536,0.03392897769317238,0.014659746321696948,0.03782990024148073,1.2248165443629086e-05
0.005270211946266001,0.02814201729177863,0.033927486615223046,0.014658910878321243,0.037828306357242936,1.2264176117411609e-05
0.005269992122589713,0.02814086435905459,0.03392599559693849,0.01465807546837957,0.0378267125367824,1.228018679119413e-05
0.0052697723077116945,0.028139711472467566,0.033924504638316304,0.014657240091870612,0.03782511878009658,1.2296197464976652e-05
0.0052695525016315916,0.02813855863201572,0.0339230137393541,0.014656404748793008,0.03782352508718292,1.2312208138759175e-05
0.005269332704349055,0.028137405837697194,0.033921522900049496,0.01465556943914543,0.03782193145803883,1.2328218812541695e-05
